system,graph_weight,recall_at_1,recall_at_5,recall_at_10,recall_at_20
colbert_graph_rrf_g02,0.2,0.06916666666666667,0.1732440476190476,0.23398809523809522,0.2757738095238095
colbert_graph_rrf_g04,0.4,0.06916666666666667,0.16907738095238095,0.23773809523809525,0.2757738095238095
colbert_graph_rrf_g06,0.6,0.06916666666666667,0.16907738095238095,0.23773809523809525,0.2757738095238095
colbert_graph_rrf_g07,0.7,0.06916666666666667,0.16907738095238095,0.23773809523809525,0.2757738095238095
